ID	label
Pdf_Chunk_id21: Mary Ma 1952 – 20195Unilever Annual Report and Accounts 2019Chief Executive Officer's Q&AAlan Jope answers questions on our performance in 2019, our Compass strategy, and other highlights and challenges of the year.What steps are you taking to accelerate growth? We’re doing a lot. I’ve already mentioned speed. There are two other areas I would highlight. First, we are putting a heightened level of focus around some proven growth fundamentals, which we are confident will accelerate our top- line performance. These include making our innovations even more impactful; building our presence in faster-growing retail channels, like e-commerce; ensuring that more and more of our brands have a clearly articulated purpose that resonate with consumers; and driving our savings programmes further to help fuel the many growth opportunities we have.confident therefore of restoring underlying sales growth to Unilever’s 3-5% multi-year range.	PDF
Pdf_Chunk_id22: confident therefore of restoring underlying sales growth to Unilever’s 3-5% multi-year range.What were the highlights for you of 2019? A strong performance in the emerging markets – growing at over 5% – was an undoubted highlight. We also grew across each of our three global Divisions, which was encouraging and reflects the inherent strengths of our brands and our portfolio. Our Home Care Division had a particularly strong year, growing by more than 6%, driven by some great innovations and an intensifying focus around ‘green cleaning’. The performance of our recently acquired prestige beauty brands – which grew double-digit – was also a highlight, further establishing Unilever as an important player in this highly attractive and fast-growing segment of the market.Alan Jope Chief Executive Officer	PDF
Pdf_Chunk_id23: Alan Jope Chief Executive OfficerThe second relates to our portfolio. We have made significant changes over recent years, acquiring businesses in new parts of the market and disposing of businesses such as Spreads. The overall effect has been to improve Unilever’s exposure to faster growing markets, those that offer better long-term prospects for value creation. We will continue that process, evaluating our portfolio rigorously against a range of exacting criteria. It is in that context that we have announced a strategic review of our global tea business, which has a large footprint in the slower growing black tea segment and a history of being dilutive to Unilever’s overall growth and margin. We will explore all options, with an open mind and with the intention of sharing the conclusions of the review by the middle of 2020.	PDF
Pdf_Chunk_id24: How do you see the current state of the world and the impact on Unilever’s markets? There’s no doubt that conditions are challenging right now. Sluggish economies and a high degree of geopolitical uncertainty are inevitably impacting consumer confidence and spending, which in turn is intensifying competition in the retail sector. However, Unilever has now been around for 90 years and so we are very accustomed to operating through downturns and periods of uncertainty like this, and indeed emerging stronger. Moreover, all our competitors – big and small – face the same challenges.	PDF
Pdf_Chunk_id25: We have set out some very ambitious goals for Unilever. We want, for example, to be a global leader in sustainability; to be the world’s best marketing company; and to be an organisation that stands as a beacon for diversity and inclusion. Seeing Unilever recognised in 2019, therefore, as a leader in multiple external benchmarks, including the GlobeScan Sustainability Leaders Survey (for the ninth consecutive year); the World’s Most Effective Marketing Company; and as recipient of the prestigious Catalyst Award (for the company which has done most to accelerate the progress of women through workplace inclusion), were all special moments – as well as a spur to increase our efforts still further in these important areas.	PDF
Pdf_Chunk_id26: The key in this environment is to remain relevant to the consumers you serve. For us, that comes down to two things. First, earning trust by operating a responsible, multi-stakeholder business model. And second, harnessing advances in science and technology – and especially digital – in ways that allow us to reach and delight consumers in new and ever more inventive ways. We are firmly focused on both.How are you planning to take forward Unilever’s commitment to social and environmental sustainability? Under the Unilever Sustainable Living Plan (USLP) we have developed an enviable reputation for leadership on these issues. We now mean to build on that, not least because many of the challenges the world faces – like the climate crisis or growing inequality – are becoming ever more pressing.	PDF
Pdf_Chunk_id27: Where do you feel the company could have done better? In markets as dynamic and fast-moving as ours, speed is essential, both in seizing opportunities to meet changing consumer preferences but also in responding when our business is under competitive challenge. While we do this well on many occasions and in many parts of the world, we haven’t yet developed the consistency of response that I am looking for everywhere, and this was apparent in 2019. We made some important organisational changes during the year – including flattening our market structure under a newly created Chief Operating Officer position – which I am confident will help to make Unilever a faster and even more operationally effective business.	PDF
Pdf_Chunk_id28: The recent outbreak of Coronavirus (COVID-19) is clearly concerning and we are monitoring developments very closely. The safety and well- being of our people has been the overriding priority. We are also doing all we can to ensure business continuity and our teams are working tirelessly to help mitigate the risks. Inevitably, however, there will be an adverse impact on the business although the extent is not yet clear.We will do this by embedding sustainability in a new purpose-led, future-fit Unilever Compass strategy, and in two principal ways. First, we will continue to use our size and scale to help drive change through our extended value chain. A great example last year was the ambitious commitment we made to address the issue of plastic packaging by halving our use of virgin plastic and by helping to collect and process more plastic packaging than we sell, both by 2025.	PDF
Pdf_Chunk_id29: As you look back, how do you reflect on Unilever’s business performance in 2019? It was a mixed performance. Our profitability was good with a healthy improvement in underlying operating margin, strong free cash flow delivery of more than €6.1 billion and cash flow from operating activities of €10.6 billion. This is important because our model is predicated on being able to re-invest in the long-term health of the business, while also paying out a competitive annual dividend.	PDF
Pdf_Chunk_id30: Second, we will make our product brands even more prominent vehicles for driving social and environmental change. Many of our brands already do this, to great effect, but we now intend to make it an integral feature of every brand. We know that it works and that it also helps to drive growth. Last year, our most purposeful brands grew faster than the rest of the portfolio. Unilever’s brands touch the lives of two and a half billion people every day so the opportunity for us to influence behaviour and drive positive change is enormous.As far as our global Divisions are concerned, while it was an excellent year as mentioned for Home Care, our Beauty & Personal Care and Foods & Refreshment Divisions both fell short of expectation – with underlying sales growth at 2.6% and 1.5% respectively – and so this is where we will be looking to accelerate growth most specifically in 2020.	PDF
Pdf_Chunk_id31: In the area of diversity, we reached an important milestone in 2019 on our journey to become a gender-balanced organisation. Our management population is now made up of just over 50% women. Pleasing as this is, the overall figure masks the fact we haven’t yet made the progress we want at the most senior levels of the company, where women are still under- represented. This is very much a job half-done therefore and something I intend to make a personal priority in 2020.On the flip side, growth is also a key driver of value creation and our underlying sales growth performance fell slightly short of expectations, at 2.9%, which was naturally disappointing. Turnover increased 2.0% to €52.0 billion. While growth was hindered by a marked slowdown in some of Unilever’s high growth markets like South Asia and West Africa, these markets all remain very attractive long-term prospects for us. We are	PDF
Pdf_Chunk_id32: I am very proud of all the women and men of Unilever – and the millions more we partner with throughout the value chain – who work so hard every day to bring these commitments to life and who are determined to show that Unilever can remain a force for good in the world.6Strategic ReportUnilever Annual Report and Accounts 2019Unilever Leadership Executive (ULE)Our executive management team is responsible for the day-to-day running of the business and the execution of our strategy, making sure we're purpose-led and future-fit.Graeme Pitkethly Chief Financial OfficerConny Braams Chief Digital and Marketing OfficerMarc Engel Chief Supply Chain OfficerHanneke Faber President, Foods & RefreshmentFabian Garcia President, North AmericaSunny Jain President, Beauty & Personal CarePeter Ter Kulve President, Home CareSanjiv Mehta President, South AsiaLeena Nair Chief HR OfficerNitin Paranjpe Chief Operating OfficerRichard Slater Chief R&D Officer	PDF
Pdf_Chunk_id33: Nitin Paranjpe Chief Operating OfficerRichard Slater Chief R&D OfficerRitva Sotamaa Chief Legal Officer & Group Secretary7Unilever Annual Report and Accounts 2019Our fast-changing worldWe operate in a complex and volatile world. Our strategy is constantly evolving to adapt to the trends and forces shaping our markets and impacting our stakeholders.Overview of our industry As a leading global consumer goods company, we’re part of one of the world’s largest, most competitive and fast-moving industries. Yet, these are volatile and uncertain times. According to the World Bank, global growth decelerated markedly in 2019, with continued weakness in global trade and investment affecting both developed and developing and emerging economies. Geopolitical tensions and climate concerns are increasing the uncertainty. Conditions like these create challenges for companies and brands of all types.	PDF
Pdf_Chunk_id34: Amongst the economic uncertainty, new technologies are changing the landscape of the consumer goods market, bringing opportunities to brands and consumers alike. Consumers are shopping through more diverse channels and smaller local brands are increasingly meeting shoppers’ needs.As the global economy and the channel landscape evolve, we must be agile and responsive to capitalise on the opportunities. And by staying close to consumers and their needs we can ensure our business continues to grow, while having a positive impact on people and the planet.The key trends affecting our stakeholders and our markets are outlined below.Environment and society under stressDigital and technology revolution	PDF
Pdf_Chunk_id35: Environment and society under stressDigital and technology revolutionWe’re in the midst of an environmental crisis. Our planet is heating, species are dying out at an unprecedented rate, and our rivers and oceans are filling with plastic. Global heating is placing an increasing strain on food, water and other resources – and rising migration is expected to put new pressures on cities, people, societies and governments.Technology continues to change the fabric of life and business. Enhanced AI, robotics and the internet of things (IoT) are reshaping how people live, work and interact with the world – and with brands. Intelligent technologies are optimising manufacturing and agriculture, connecting global businesses like ours inside and out, and changing how people shop.	PDF
Pdf_Chunk_id36: As both younger and older generations call for businesses and politicians to do more, only international co-operation and bold action from businesses and brands will start to create the systemic change needed to protect our planet. The cost of inaction far outweighs the cost of action.Digital channels bring opportunities for more targeted marketing, deeper engagement and stronger connections between brands and consumers all over the world. Yet, with access to richer data and more intelligent analytics come risks and concerns around data security and privacy – businesses need to collect and use data in responsible ways.Related principal risks: Climate change, Plastic packaging, Ethical (pages 36 and 39)Related principal risks: Business transformation, Supply chain, Customer, Systems and information (pages 36 to 38)For more on our response see pages 18 to 19.For more on our response see page 15.Living differentlyThe future of work	PDF
Pdf_Chunk_id37: For more on our response see page 15.Living differentlyThe future of workSocieties are becoming more diverse and fragmented. We’re seeing, for example, growing splits between generations, socio-economic groups and political affiliations. As people increasingly interact with each other and with businesses online, consumers are making more decisions based on their values. They’re also using both on- and offline channels to find better, more personalised products and services more easily and quickly.The pace of change is affecting not only how people live, but how they work. Businesses of all types are becoming less hierarchical, more automated and more digital. As new roles and ways of working emerge, people increasingly need different skills – and they’re also demanding more flexibility from employers.	PDF
Pdf_Chunk_id38: Companies that offer more varied types of employment can therefore attract the best people, while being more agile. But alongside flexibility, employees of all ages are increasingly looking for a fair, inclusive and purposeful place to work where they can be themselves and continue to learn.In this new digital media and retail landscape, brands have to be visible, convenient and part of the conversation – taking a stand and action on the issues people care about. The fragmentation of consumer expectations and retail channels creates both challenges and opportunities for companies like Unilever.Related principal risks: Talent, Business transformation (pages 37 to 38)Related principal risks: Brand preference, Economic and political instability, Portfolio management (pages 35 and 38)For more on our response see pages 16 to 17.For more on our response see pages 14 to 15.8Strategic ReportUnilever Annual Report and Accounts 2019Our strategy	PDF
Pdf_Chunk_id39: 8Strategic ReportUnilever Annual Report and Accounts 2019Our strategyA belief that sustainable business drives superior performance lies at the heart of the Unilever Compass – our strategy to create long-term value for our stakeholders.Our visionis to be the global leader in sustainable business. We will demonstrate how our purpose-led, future-fit business model drives superior performance, consistently delivering financial results in the top third of our industry.Improve people’s health, confidence and well-being With brands that combine superior experiences, bold innovation and a strong sustainable living purposeDeliver long-term, superior value By reshaping our portfolio, and being a fast, low cost and fully digitised companyComo wrs With Purp o s e Gpan i esWithPOur Purpose is to make sustainable living commonplaceu	PDF
Pdf_Chunk_id40: pan i esWithPOur Purpose is to make sustainable living commonplaceuImprove the health of the planet With brands that regenerate nature, fight climate change, and conserve resources for future generationsrp o s e L a s tServe people everywhere Through data-driven relationships and channel availabilityd n ar BContribute to a fairer and more socially inclusive world With brands that champion human rights, stand up for equality and distribute value fairlyUse our scale for good By building trust through transparency and new purpose-led business modelsh ri v ePeople With Purp o s e TCreate capability through lifelong learning By inspiring and enabling people to never stop growing and take charge of their wellbeingUnlock capacity for growth By being truly agile, always simplifying and leading for an inclusive future of workDeepen our culture of pioneering By driving performance through leadership and innovation in all we do	PDF
Pdf_Chunk_id41: Underpinned by our valuesIntegrity We do the right thing in every decision we make, supporting Unilever’s long-term successRespect We treat people with dignity, honesty and fairness, and celebrate the diversity of peopleResponsibility We take care of the people we serve and the world in which we operatePioneering We have a passion for leading our industry, winning in the market, and intelligent risk-takingFor the benefit of our stakeholdersConsumersOur peopleSocietyPlanetCustomersShareholders9Unilever Annual Report and Accounts 2019Our value creation modelOur business model describes how we operate to create sustained value for our stakeholders.What we depend on...What we do...RelationshipsPurposeful people Our 150,000 talented people give their skills and time in Unilever offices, factories, R&D laboratories and tea plantations all over the world – increasingly working in more flexible and agile ways. Page 16	PDF
Pdf_Chunk_id42: 1. Consumer insights We track changing consumer sentiment through our 30 People Data Centres around the world, combining social listening with traditional consumer research.Trusted suppliers Around 60,000 supplier partners in 164 countries source materials and provide critical services for us. Page 18Committed partners Our relationships with governments, customers, NGOs and other organisations around the world help us to increase our impact beyond what we could achieve on our own. Page 182. Innovation Our marketing and R&D teams use these insights plus the best ideas and thinking from specialists outside Unilever to develop our brands and products. We spent €840 million on R&D in 2019.ResourcesInput materials We use thousands of tonnes of agricultural raw materials, packaging materials and chemicals for our products. Page 19	PDF
Pdf_Chunk_id43: 3. Sourcing Each year we buy raw materials and packaging materials worth €21 billion to make our products, and services worth €14 billion to help our business run.Financial resources Capital from our financial stakeholders allow us to invest for the long term. Pages 116 to 120Intangible assets The strength of our culture and 400+ brands, as well as our R&D capabilities and intellectual property such as patents and trade marks, set us apart. Pages 108 to 110, 150 and 1514. Manufacturing Our 300+ factories and 700+ third-party manufacturers turn materials into products which are sold every year.Tangible assets We occupy over 300 factories, 350+ offices and 400+ logistics warehouses globally. Page 111All underpinned by the management of our principal risks (pages 35 to 45)10Strategic ReportUnilever Annual Report and Accounts 2019The value we create for...ConsumersWe provide products to meet the needs of consumers all over the world. Pages 14 to 15	PDF
Pdf_Chunk_id44: ConsumersWe provide products to meet the needs of consumers all over the world. Pages 14 to 158. Consumer use 2.5 billion people use our products every day to feel good, look good and get more out of life.Our peopleWe aim to reward people fairly for the work they do, and help them find their personal purpose so they become the best they can be at Unilever. Pages 16 to 177. Sales We use many channels to make our brands available to consumers in over 190 countries wherever and whenever they shop. Our products are available in 25 million retail sales outlets.SocietyWe’re helping hundreds of millions of people improve their health and wellbeing, and are enhancing livelihoods in the communities where we make and sell our products. Page 18PlanetWe’re working with others to make the big changes needed to tackle issues like climate change and plastic waste, while reducing our environmental impact. Page 19	PDF
Pdf_Chunk_id45: 6. Marketing We’re the second largest advertiser in the world based on media spend. We create an increasing amount of tailored digital content ourselves to connect with consumers and make it easy to choose a Unilever brand.CustomersWe partner with large and small retailers around the world to grow our business and theirs through selling our brands. Page 205. Logistics A global network of 400+ logistics warehouses ultimately deliver 150 billion units of our products to millions of retail sales outlets.ShareholdersWe aim to deliver competitive, profitable and responsible growth. Page 21All underpinned by the management of our principal risks (pages 35 to 45)11Unilever Annual Report and Accounts 2019Stakeholder reviewStakeholders are at the heart of our strategy and business model. Engaging with them helps us to understand their evolving needs and informs our strategic decision-making.	PDF
Pdf_Chunk_id46: Our multi-stakeholder model We've identified six stakeholder groups critical to our future success: consumers, our people, society (including suppliers), the planet, customers and shareholders. The stakeholder review on pages 14 to 21 provides an overview of how we've created value for our stakeholders in 2019 and some of the benefits we've gained as a business from nurturing these vital relationships.	PDF
Pdf_Chunk_id47: Unilever has a dual-headed structure and is subject to Dutch, UK and US governance requirements as set out in the Governance Report on pages 47 to 78. Under the Dutch requirements, directors are responsible for weighing up the interests of stakeholders, with a view to ensuring long-term value creation and the continuity of the company. Under section 172 of the UK Companies Act 2006 (‘Section 172’) directors must act in the way that they consider, in good faith, would be most likely to promote the success of their company. In doing so, our Directors must have regard to stakeholders and the other matters set out in Section 172. Pages 12 and 13 comprise our Section 172 statement, which describes how the Directors have had regard to these matters when performing their duty.	PDF
Pdf_Chunk_id48: In light of our purpose and our strategy to create long-term value as set out on page 9, our Directors take steps to understand the needs and priorities of each stakeholder group and do so via a number of mediums, including by direct engagement or via their delegated committees and forums. The relevance of each stakeholder may change depending on the matter at hand. In line with the Dutch requirements and the UK Companies Act 2006, below we provide a high-level summary of the concerns of our stakeholders and how our Directors engaged with them and had regard to their interests when setting Unilever's strategy and taking decisions concerning the business in 2019.Consumers A good understanding of people's needs is critical to our long-term success.Interests and concernsHow we engaged in 2019Considerations and outcomes	PDF
